"Word","Pinyin","OtherPinyin","Level","First Translation","Other Translations"
"理性","lǐxìng","","7","reason","rationality, rational"
"理學","lǐxué","","7","School of Principle","Neo-Confucian Rationalistic School (from Song to mid-Qing times, c. 1000-1750, typified by the teachings of Cheng Hao 程顥|程颢[Cheng2 Hao4], Cheng Yi 程頤|程颐[Cheng2 Yi2] and Zhu Xi 朱熹[Zhu1 xi1]), science"
"理智","lǐzhì","","7","reason","intellect, rationality, rational"
"禮服","lǐfú","","7","ceremonial robe","formal attire (dinner suit, evening gown etc)"
"禮節","lǐjié","","7","etiquette",""
"力求","lìqiú","","7","to make every effort to","striving to do one's best"
"力行","lìxíng","","7","to practice diligently","to act energetically"
"力學","lìxué","","7","mechanics","to study hard"
"立國","lìguó","","7","to found a country",""
"立體","lìtǐ","","7","three-dimensional","solid, stereoscopic"
"利率","lìlǜ","","7","interest rates",""
"利弊","lìbì","","7","pros and cons","merits and drawbacks, advantages and disadvantages"
"歷屆","lìjiè","","7","all previous (meetings, sessions etc)",""
"歷來","lìlái","","7","always","throughout (a period of time), (of) all-time"
"歷年","lìnián","","7","over the years","bygone years"
"聯盟","liánméng","","7","alliance","union, coalition"
"聯繫","liánxì","","7","connection","contact, relation, to get in touch with, to integrate, to link, to touch"
"聯想","liánxiǎng","","7","to associate (cognitively)","to make an associative connection, mental association, word prediction and auto-complete functions of input method editing programs, abbr. for 聯想集團|联想集团[Lian2 xiang3 Ji2 tuan2]"
"連帶","liándài","","7","to be related","to entail, to involve, joint (liability etc)"
"連結","liánjié","","7","variant of 聯結|联结[lian2 jie2]",""
"連任","liánrèn","","7","to continue in (a political) office","to serve for another term of office"
"連線","liánxiàn","","7","electrical lead","connecting line, (Tw) to connect (to a network, device etc), to go online, connection, (congressional) caucus"
"廉價","liánjià","","7","cheaply-priced","low-cost"
"廉潔","liánjié","","7","honest","not coercive, honesty, integrity, incorruptible"
"臉龐","liǎnpáng","","7","face",""
"臉譜","liǎnpǔ","","7","Facebook","types of facial makeup in operas"
"良機","liángjī","","7","a good chance","a golden opportunity"
"兩極","liǎngjí","","7","the two poles","the north and south poles, both ends of sth, electric or magnetic poles"
"兩口子","liǎngkǒuzi","","7","husband and wife",""
"遼闊","liáokuò","","7","vast","extensive"
"列車","lièchē","","7","(railway) train",""
"列國","lièguó","","7","various countries",""
"列入","lièrù","","7","to include on a list",""
"獵人","lièrén","","7","hunter",""
"烈士","lièshì","","7","martyr",""
"臨床","línchuáng","","7","clinical",""
"鄰里","línlǐ","","7","neighbor","neighborhood"
"鈴","líng","","7","(small) bell","CL:隻|只[zhi1]"
"靈感","línggǎn","","7","inspiration","insight, a burst of creativity in scientific or artistic endeavor"
"靈驗","língyàn","","7","efficacious","effective, (of a prediction) accurate, correct"
"領隊","lǐngduì","","7","to lead a group","leader of a group, captain (of sports squad)"
"領會","lǐnghuì","","7","to understand","to comprehend, to grasp"
"領悟","lǐngwù","","7","to understand","to comprehend"
"溜冰","liūbīng","","7","ice skating","(slang) to do meth"
"流程","liúchéng","","7","course","stream, sequence of processes, work flow in manufacturing"
"流傳","liúchuán","","7","to spread","to circulate, to hand down"
"流落","liúluò","","7","to wander about destitute","to be stranded"
"流氓","liúmáng","","7","rogue","hoodlum, gangster, immoral behavior"
"流失","liúshī","","7","drainage","to run off, to wash away"
"流水","liúshuǐ","","7","running water","(business) turnover"
"流通","liútōng","","7","to circulate","to distribute, circulation, distribution"
"流星","liúxīng","","7","meteor","shooting star"
"流域","liúyù","","7","river basin","valley, drainage area"
"柳樹","liǔshù","","7","willow",""
"籠子","lóngzi","","7","cage","basket, container"
"籠罩","lóngzhào","","7","to envelop","to shroud"
"壟斷","lǒngduàn","","7","to enjoy market dominance","to monopolize"
"樓房","lóufáng","","7","a building of two or more stories","CL:棟|栋[dong4],幢[zhuang4],座[zuo4]"
"漏","lòu","","7","to leak","to divulge, to leave out by mistake, waterclock or hourglass (old)"
"爐子","lúzi","","7","stove","oven, furnace"
"陸地","lùdì","","7","dry land (as opposed to the sea)",""
"路過","lùguò","","7","to pass by or through",""
"露天","lùtiān","","7","outdoors","al fresco, in the open"
"錄影","lùyǐng","","7","to videotape","to videorecord"
"錄影機","lùyǐngjī","","7","camcorder","video recorder, videocassette recorder (Tw), CL:臺|台[tai2]"
"輪廓","lúnkuò","","7","an outline","silhouette"
"倫理","lúnlǐ","","7","ethics",""
"淪陷","lúnxiàn","","7","to fall into enemy hands","to be occupied, to degenerate, to submerge"
"論點","lùndiǎn","","7","argument","line of reasoning, thesis, point (of discussion)"
"卵","luǎn","","7","egg","ovum, spawn, (coll.) testicles, (old) penis, (expletive) fucking"
"囉嗦","luōsuo","","7","long-winded","wordy, troublesome, pesky, also pr. [luo1 suo1]"
"鑼","luó","","7","gong","CL:面[mian4]"
"邏輯","luójí","","7","logic (loanword)",""
"落得","luòdé","","7","ending up as","leading to, resulting in, in total"
"落魄","luòtuò","","7","down and out","in dire straits, unrestrained, unconventional, also pr. [luo4 tuo4]"
"落選","luòxuǎn","","7","to fail to be chosen (or elected)","to lose an election"
"駱駝","luòtuo","","7","camel","(coll.) blockhead, ninny, CL:峰[feng1]"
"驢","lǘ","","7","donkey","CL:頭|头[tou2]"
"鋁","lǚ","","7","aluminum (chemistry)",""
"旅費","lǚfèi","","7","travel expenses",""
"旅途","lǚtú","","7","journey","trip"
"履歷","lǚlì","","7","background (academic and work)","curriculum vitae, résumé"
"履行","lǚxíng","","7","to fulfill (one's obligations)","to carry out (a task), to implement (an agreement), to perform"
"麻醉","mázuì","","7","anesthesia","(fig.) to poison (sb's mind)"
"馬鈴薯","mǎlíngshǔ","","7","potato",""
"埋伏","máifú","","7","to ambush","to lie in wait for, to lie low, ambush"
"買主","mǎizhǔ","","7","customer",""
"邁","mài","","7","to take a step","to stride"
"邁進","màijìn","","7","to step in","to stride forward, to forge ahead"
"麥子","màizi","","7","wheat","CL:株[zhu1]"
"賣座","màizuò","","7","(of a movie, show etc) to attract large audiences",""
"瞞","mán","","7","to conceal from","to keep (sb) in the dark"
"蠻橫","mánhèng","","7","rude and unreasonable",""
"滿懷","mǎnhuái","","7","to have one's heart filled with","(to collide) full on, (of farm animals) heavy with young"
"漫長","màncháng","","7","very long","endless"
"蔓延","mànyán","","7","to extend","to spread"
"盲從","mángcóng","","7","to follow blindly","to conform slavishly, unthinking obedience"
"盲人","mángrén","","7","blind person",""
"芒果","mángguǒ","","7","mango",""
"茫然","mángrán","","7","blankly","vacantly, at a loss"
"毛毯","máotǎn","","7","blanket",""
"茂密","màomì","","7","dense (of plant growth)","lush"
"冒險","màoxiǎn","","7","to take risks","to take chances, foray, adventure"
"枚","méi","","7","classifier for coins, rings, badges, pearls, sporting medals, rockets, satellites etc","tree trunk, whip, wooden peg, used as a gag for marching soldiers (old), surname Mei"
"眉毛","méimao","","7","eyebrow","CL:根[gen1]"
"眉頭","méitóu","","7","brows",""
"媒體","méitǐ","","7","media, esp. news media",""
"每每","měiměi","","7","often",""
"美滿","měimǎn","","7","happy","blissful"
"美容院","měiróngyuàn","","7","beauty salon","lady's hair parlor"
"美食","měishí","","7","culinary delicacy","fine food, gourmet food"
"美洲","měizhōu","","7","America (including North, Central and South America)","the Americas, abbr. for 亞美利加洲|亚美利加洲[Ya4 mei3 li4 jia1 Zhou1]"
"悶","mēn","","7","stuffy","shut indoors, to smother, to cover tightly, bored, depressed, melancholy, sealed, airtight, tightly closed"
"悶熱","mēnrè","","7","sultry","sultriness, hot and stuffy, stifling hot"
"門戶","ménhù","","7","door","strategic gateway, portal, faction, sect, family status, family, web portal, (old) brothel"
"蒙","méng","","7","drizzle","mist, to deceive, to cheat, to hoodwink, to make a wild guess, blind, dim-sighted, Mongol ethnic group, Taiwan pr. [Meng2], (knocked) unconscious, dazed, stunned, to cover, ignorant, to suffer (misfortune), to receive (a favor), to cheat, surname Meng, abbr. for Mongolia 蒙古國|蒙古国[Meng3 gu3 guo2]"
"猛烈","měngliè","","7","fierce","violent (criticism etc)"
"夢見","mèngjiàn","","7","to dream about (sth or sb)","to see in a dream"
"謎","mí","","7","riddle","see 謎兒|谜儿[mei4 r5], riddle"
"謎語","míyǔ","","7","riddle","conundrum, CL:條|条[tiao2]"
"迷宮","mígōng","","7","maze","labyrinth"
"迷惑","míhuò","","7","to puzzle","to confuse, to baffle"
"迷戀","míliàn","","7","to be infatuated with","to indulge in"
"彌補","míbǔ","","7","to complement","to make up for a deficiency"
"密集","mìjí","","7","concentrated","crowded together, intensive, compressed"
"明理","mínglǐ","","7","sensible","reasonable, an obvious reason, truth or fact, to understand the reason or reasoning"
"明日","míngrì","","7","tomorrow",""
"明智","míngzhì","","7","sensible","wise, judicious, sagacious"
"名額","míngé","","7","quota","number of places, place (in an institution, a group etc)"
"名號","mínghào","","7","name","good reputation, title"
"名氣","míngqì","","7","reputation","fame"
"名勝","míngshèng","","7","a place famous for its scenery or historical relics","scenic spot, CL:處|处[chu4]"
"名聲","míngshēng","","7","reputation",""
"名堂","míngtáng","","7","item (in a program of entertainments)","trick (act of mischief), worthwhile result, accomplishment, sth significant but not immediately apparent, sth more than meets the eye"
"名下","míngxià","","7","under sb's name",""
"冥想","míngxiǎng","","7","to meditate","meditation"
"命名","mìngmíng","","7","to give a name to","to dub, to christen, to designate, named after, naming"
"命中","mìngzhòng","","7","to hit (a target)",""
"綿延","miányán","","7","continuous (esp. of mountain ranges)","to stretch long and unbroken, a continuous link, sostenuto (sustained, in music)"
"免稅","miǎnshuì","","7","not liable to taxation (of monastery, imperial family etc)","tax free, duty free (shop)"
"免疫","miǎnyì","","7","immunity (to disease)",""
"面孔","miànkǒng","","7","face",""
"面談","miàntán","","7","face-to-face meeting","an interview"
"描繪","miáohuì","","7","to describe","to portray"
"描述","miáoshù","","7","to describe","description"
"民俗","mínsú","","7","popular custom",""
"民營","mínyíng","","7","privately run (i.e. by a company, not the state)",""
"敏感","mǐngǎn","","7","sensitive","susceptible"
"敏捷","mǐnjié","","7","nimble","quick, shrewd"
"模範","mófàn","","7","model","fine example"
"模具","mójù","","7","mold","matrix, pattern or die, Taiwan pr. [mo2 ju4]"
"模式","móshì","","7","mode","method, pattern"
"魔術","móshù","","7","magic",""
"末期","mòqí","","7","end (of a period)","last part, final phase"
"墨","mò","","7","ink stick","China ink, corporal punishment consisting of tattooing characters on the victim's forehead, surname Mo, abbr. for 墨西哥[Mo4 xi1 ge1], Mexico, CL:塊|块[kuai4]"
"沒落","mòluò","","7","to decline","to wane"
"沒收","mòshōu","","7","to confiscate","to seize"
"默默","mòmò","","7","in silence","not speaking"
"默契","mòqì","","7","tacit understanding","mutual understanding, rapport, connected at a deep level with each other, (of team members) well coordinated, tight"
"漠視","mòshì","","7","to ignore","to neglect, to treat with contempt"
"謀生","móushēng","","7","to seek one's livelihood","to work to support oneself, to earn a living"
"某些","mǒuxiē","","7","some","certain (things)"
"畝","mǔ","","7","classifier for fields","unit of area equal to one fifteenth of a hectare"
"母語","mǔyǔ","","7","native language","mother tongue, (linguistics) parent language"
"木材","mùcái","","7","wood",""
"木刻","mùkē","","7","woodcut",""
"木料","mùliào","","7","lumber","timber"
"木偶","mùǒu","","7","puppet",""
"沐浴","mùyù","","7","to take a bath","to bathe, to immerse"
"目睹","mùdǔ","","7","to witness","to see at first hand, to see with one's own eyes"
"目光","mùguāng","","7","sight","vision, view, gaze, look"
"目擊","mùjí","","7","to see with one's own eyes","to witness"
"牧場","mùchǎng","","7","pasture","grazing land, ranch"
"募集","mùjí","","7","to raise","to collect"
"納悶","nàmèn","","7","puzzled","bewildered"
"納入","nàrù","","7","to bring into","to channel into, to integrate into, to incorporate"
"納稅","nàshuì","","7","to pay taxes",""
"乃","nǎi","","7","to be","thus, so, therefore, then, only, thereupon, variant of 乃[nai3], variant of 乃[nai3]"
"耐力","nàilì","","7","endurance",""
"男方","nánfāng","","7","the bridegroom's side","of the bridegroom's family"
"南極洲","nánjízhōu","","7","Antarctica",""
"難度","nándù","","7","trouble","problem"
"難關","nánguān","","7","difficulty","crisis"
"難免","nánmiǎn","","7","hard to avoid","difficult to escape from, will inevitably"
"難題","nántí","","7","difficult problem",""
"難民","nànmín","","7","refugee",""
"囊括","nángguā","","7","to include","to embrace, to bring together"
"腦海","nǎohǎi","","7","the mind","the brain"
"腦力","nǎolì","","7","mental capacity",""
"內閣","nèigé","","7","(government) cabinet",""
"內涵","nèihán","","7","meaningful content","implication, connotation (semantics), inner qualities (of a person)"
"內銷","nèixiāo","","7","to sell in the domestic market","domestic market"
"內在","nèizài","","7","inner","internal, intrinsic, innate"
"內戰","nèizhàn","","7","civil war",""
"內政","nèizhèng","","7","internal affairs (of a country)",""
"能量","néngliàng","","7","energy","capabilities"
"擬定","nǐdìng","","7","to draw up","to draft, to formulate"
"念頭","niàntou","","7","thought","idea, intention"
"娘家","niángjia","","7","married woman's parents' home",""
"凝固","nínggù","","7","to freeze","to solidify, to congeal, fig. with rapt attention"
"凝結","níngjié","","7","to condense","to solidify, to coagulate, clot (of blood)"
"凝聚","níngjù","","7","to condense","to coagulate, coacervation (i.e. form tiny droplets), aggregation, coherent"
"凝視","níngshì","","7","to gaze at","to fix one's eyes on"
"扭轉","niǔzhuǎn","","7","to reverse","to turn around (an undesirable situation)"
"農具","nóngjù","","7","farm implements","farm tools"
"農田","nóngtián","","7","farmland","cultivated land"
"農作物","nóngzuòwù","","7","(farm) crops",""
"弄錯","nòngcuò","","7","to err","to get sth wrong, to miscalculate, to misunderstand"
"奴隸","núlì","","7","slave",""
"怒氣","nùqì","","7","anger",""
"挪","nuó","","7","to shift","to move"
"懦弱","nuòruò","","7","cowardly","weak"
"諾言","nuòyán","","7","promise",""
"女方","nǚfāng","","7","the bride's side (of a wedding)","of the bride's party"
"虐待","nüèdài","","7","to mistreat","to maltreat, to abuse, mistreatment, maltreatment"
"歐洲","ōuzhōu","","7","Europe","abbr. for 歐羅巴洲|欧罗巴洲[Ou1 luo2 ba1 Zhou1]"
"偶而","ǒuér","","7","occasionally","once in a while"
"趴","pā","","7","to lie on one's stomach","to lean forward, resting one's upper body (on a desktop etc), (Taiwan) percent"
"拍馬屁","pāimǎpì","","7","to flatter","to fawn on, to butter sb up, toadying, boot-licking"
"拍攝","pāishè","","7","to film","to shoot (a picture)"
"拍照","pāizhào","","7","to take a picture",""
"拍子","pāizi","","7","beat (music)","paddle-shaped object (flyswatter etc), racket (sports)"
"排除","páichú","","7","to eliminate","to remove, to exclude, to rule out"
"排擠","páijǐ","","7","to crowd out","to push aside, to supplant"
"排名","páimíng","","7","to rank (1st, 2nd etc)","ranking"
"派出所","pàichūsuǒ","","7","local police station",""
"派對","pàiduì","","7","party (loanword)",""
"派遣","pàiqiǎn","","7","to send (on a mission)","to dispatch"
"派頭","pàitóu","","7","manner","style, panache"
"旁人","pángrén","","7","other people","bystanders, onlookers, outsiders"
"旁聽","pángtīng","","7","to visit (a meeting, class, trial etc)",""
"拋","pāo","","7","to throw","to toss, to fling, to cast, to abandon"
"拋棄","pāoqì","","7","to abandon","to discard, to renounce, to dump (sb)"
"跑道","pǎodào","","7","athletic track","track, runway (i.e. airstrip)"
"泡沫","pàomò","","7","foam","(soap) bubble, (economic) bubble"
"陪伴","péibàn","","7","to accompany",""
"培訓","péixùn","","7","to cultivate","to train, to groom, training"
"培育","péiyù","","7","to train","to breed"
"配給","pèijǐ","","7","to ration","to allocate"
"配音","pèiyīn","","7","dubbing (filmmaking)",""
"噴漆","pēnqī","","7","to spray paint or lacquer","lacquer"
"盆地","péndì","","7","(geography) basin","depression"
"蓬勃","péngbó","","7","vigorous","flourishing, full of vitality"
"捧場","pěngchǎng","","7","to cheer on (originally esp. as paid stooge)","to root for sb, to sing sb's praises, to flatter"
"批發","pīfā","","7","wholesale","bulk trade, distribution"
"批准","pīzhǔn","","7","to approve","to ratify"
"疲憊","píbèi","","7","beaten","exhausted, tired"
"譬如","pìrú","","7","for example","for instance, such as"
"偏差","piānchā","","7","bias","deviation"
"片刻","piànkè","","7","short period of time","a moment"
"貧苦","pínkǔ","","7","poverty-stricken","poor"
"貧民","pínmín","","7","poor people",""
"品味","pǐnwèi","","7","to sample","to taste, to appreciate, one's taste (i.e. in music, literature, fashion, food and drink etc), good taste"
"品種","pǐnzhǒng","","7","breed","variety, CL:個|个[ge4]"
"乒乓球","pīngpāngqiú","","7","table tennis","ping-pong, table tennis ball, CL:個|个[ge4]"
"平凡","píngfán","","7","commonplace","ordinary, mediocre"
"平面","píngmiàn","","7","plane (flat surface)","print media"
"平穩","píngwěn","","7","smooth","steady"
"平行","píngxíng","","7","parallel","of equal rank, simultaneous"
"評估","pínggū","","7","to evaluate","to assess, assessment, evaluation"
"評價","píngjià","","7","to evaluate","to assess"
"評論","pínglùn","","7","to comment on","to discuss, comment, commentary, CL:篇[pian1]"
"婆家","pójiā","","7","husband's family",""
"破案","pòàn","","7","to solve a case","shabby old table"
"破產","pòchǎn","","7","to go bankrupt","to become impoverished, bankruptcy"
"破除","pòchú","","7","to eliminate","to do away with, to get rid of"
"破獲","pòhuò","","7","to uncover (a criminal plot)","to break open and capture"
"破例","pòlì","","7","to make an exception",""
"破碎","pòsuì","","7","to smash to pieces","to shatter"
"迫害","pòhài","","7","to persecute","persecution"
"魄力","pòlì","","7","courage","daring, boldness, resolution, drive"
"樸素","púsù","","7","plain and simple","unadorned, simple living, not frivolous"
"曝光","pùguāng","","7","to expose (photography)","(fig.) to expose (a scandal), (advertising) exposure, Taiwan pr. [pu4 guang1]"
"暴露","pùlù","","7","to expose","to reveal, to lay bare, also pr. [pu4 lu4]"
"淒涼","qīliáng","","7","desolate (place)",""
"欺侮","qīwǔ","","7","to bully",""
"奇觀","qíguān","","7","spectacle","impressive sight"
"奇蹟","qíjī","","7","",""
"奇妙","qímiào","","7","fantastic","wonderful"
"奇異","qíyì","","7","fantastic","bizarre, odd, exotic, astonished"
"期待","qídài","","7","to look forward to","to await, expectation"
"期貨","qíhuò","","7","abbr. for 期貨合約|期货合约[qi1 huo4 he2 yue1], futures contract (finance)",""
"期望","qíwàng","","7","to have expectations","to earnestly hope, expectation, hope"
"旗幟","qízhì","","7","ensign","flag"
"乞丐","qǐgài","","7","beggar",""
"啟發","qǐfā","","7","to enlighten","to explain (a text etc), to stimulate (a mental attitude), enlightenment, revelation, motivation"
"啟示","qǐshì","","7","to reveal","to enlighten, enlightenment, revelation, illumination, moral (of a story etc), lesson"
"啟事","qǐshì","","7","announcement (written, on billboard, letter, newspaper or website)","to post information, a notice"
"起步","qǐbù","","7","to set out","to set in motion, the start (of some activity)"
"起伏","qǐfú","","7","to move up and down","to undulate, ups and downs"
"起碼","qǐmǎ","","7","at the minimum","at the very least"
"起源","qǐyuán","","7","origin","to originate, to come from"
"氣概","qìgài","","7","lofty quality","mettle, spirit"
"氣管","qìguǎn","","7","windpipe","trachea, respiratory tract, air duct, gas pipe"
"氣派","qìpai","","7","imposing manner or style",""
"氣勢","qìshì","","7","imposing manner","loftiness, grandeur, energetic looks, vigor"
"氣體","qìtǐ","","7","gas (i.e. gaseous substance)",""
"氣壓","qìyā","","7","atmospheric pressure","barometric pressure"
"契機","qìjī","","7","opportunity","turning point, juncture"
"棄權","qìquán","","7","to abstain from voting","to forfeit, to waive one's right to vote, to abdicate"
"恰當","qiàdàng","","7","appropriate","suitable"
"恰好","qiàhǎo","","7","as it turns out","by lucky coincidence, (of number, time, size etc) just right"
"恰恰","qiàqià","","7","exactly","just, precisely"
"洽商","qiàshāng","","7","to negotiate","to talk over"
"洽談","qiàtán","","7","to discuss",""
"牽連","qiānlián","","7","to implicate","implicated, to link together"
"簽署","qiānshù","","7","to sign (an agreement)",""
"謙遜","qiānxùn","","7","humble","modest, unpretentious, modesty"
"前輩","qiánbèi","","7","senior","older generation, precursor"
"前程","qiánchéng","","7","future (career etc) prospects",""
"前後","qiánhòu","","7","around","from beginning to end, all around, front and rear"
"前景","qiánjǐng","","7","foreground","vista, (future) prospects, perspective"
"前科","qiánkē","","7","criminal record","previous convictions"
"前提","qiántí","","7","premise","precondition, prerequisite"
"潛藏","qiáncáng","","7","hidden beneath the surface","buried and concealed"
"潛力","qiánlì","","7","potential","capacity"
"虔誠","qiánchéng","","7","pious","devout, sincere"
"淺薄","qiǎnbó","","7","superficial",""
"淺顯","qiǎnxiǎn","","7","plain","clear, obvious"
"腔調","qiāngdiào","","7","accent",""
"牆角","qiángjiǎo","","7","corner (junction of two walls)",""
"強勁","qiángjìng","","7","strong","powerful, robust"
"強求","qiǎngqiú","","7","to insist on","to demand, to impose"
"強權","qiángquán","","7","power","might"
"強壯","qiángzhuàng","","7","strong","sturdy, robust"
"瞧不起","qiáobùqǐ","","7","to look down upon","to hold in contempt"
"橋樑","qiáoliáng","","7","",""
"巧合","qiǎohé","","7","coincidence","coincidental, to coincide"
"俏","qiào","","7","good-looking","charming, (of goods) in great demand, (coll.) to season (food)"
"翹","qiào","","7","outstanding","to raise, to stick up, to rise on one end, to tilt"
"峭壁","qiàobì","","7","cliff","steep, precipice"
"翹課","qiàokè","","7","to skip school","to cut class"
"切磋","qiēcuō","","7","to compare notes","to learn from one another, to swap pointers"
"切實","qièshí","","7","feasible","realistic, practical, earnestly, conscientiously"
"竊賊","qièzéi","","7","thief",""
"親熱","qīnrè","","7","affectionate","intimate, warmhearted, to get intimate with sb"
"親身","qīnshēn","","7","personal","oneself"
"親生","qīnshēng","","7","one's own (child) (i.e. one's child by birth)","biological (parents), birth (parents)"
"侵犯","qīnfàn","","7","to infringe on","to encroach on, to violate, to assault"
"侵略","qīnlüè","","7","invasion","encroachment"
"侵蝕","qīnshí","","7","to erode","to corrode"
"侵襲","qīnxí","","7","to invade","to assail, onslaught"
"欽佩","qīnpèi","","7","to admire","to look up to, to respect sb greatly"
"勤奮","qínfèn","","7","hardworking","diligent"
"青春","qīngchūn","","7","youth","youthfulness"
"青翠","qīngcuì","","7","fresh and green","verdant"
"青蛙","qīngwā","","7","frog","(slang) ugly guy, CL:隻|只[zhi1]"
"清澈","qīngchè","","7","clear","limpid"
"清潔","qīngjié","","7","clean","to clean"
"清靜","qīngjìng","","7","quiet","peaceful and quiet"
"清廉","qīnglián","","7","honest","uncorrupted"
"清幽","qīngyōu","","7","(of a location) quiet and secluded","beautiful and secluded"
"清掃","qīngsǎo","","7","to tidy up","to mop up, a sweep (against crime)"
"輕薄","qīngbó","","7","light (weight)","frivolous, a philanderer, to scorn, disrespectful"
"輕蔑","qīngmiè","","7","to contempt","to disdain, pejorative"
"輕易","qīngyì","","7","easily","lightly, rashly"
"情報","qíngbào","","7","information","intelligence"
"情操","qíngcāo","","7","sentiments","feelings, disposition of mind, moral character"
"情婦","qíngfù","","7","mistress","paramour (of married man)"
"情節","qíngjié","","7","plot","circumstances"
"情景","qíngjǐng","","7","scene","spectacle, circumstances, situation"
"情侶","qínglǚ","","7","sweethearts","lovers"
"情趣","qíngqù","","7","inclinations and interests","delight, fun, interest, appeal"
"慶幸","qìngxìng","","7","to rejoice","to be glad"
"丘陵","qiūlíng","","7","hills",""
"求學","qiúxué","","7","to seek knowledge","to study, to attend college"
"求助","qiúzhù","","7","to request help","to appeal (for help)"
"屈服","qūfú","","7","to surrender","to yield"
"趨勢","qūshì","","7","trend","tendency"
"渠道","qúdào","","7","irrigation ditch","(fig.) channel, means"
"取材","qǔcái","","7","to collect material",""
"取締","qǔdì","","7","to suppress","to crack down on, to prohibit"
"取樣","qǔyàng","","7","to take a sample",""
"取悅","qǔyuè","","7","to try to please",""
"趣味","qùwèi","","7","fun","interest, delight, taste, liking, preference"
"圈子","quānzi","","7","circle","ring, (social) circle"
"全力","quánlì","","7","with all one's strength","full strength, all-out (effort), fully (support)"
"全盤","quánpán","","7","overall","comprehensive"
"權力","quánlì","","7","power","authority"
"權威","quánwēi","","7","authority","authoritative, power and prestige"
"權益","quányì","","7","rights","interests, rights and benefits"
"泉源","quányuán","","7","springhead","fountainhead, (fig.) source"
"勸導","quàndǎo","","7","to advise","to attempt to convince"
"勸告","quàngào","","7","to advise","to urge, to exhort, exhortation, advice, CL:席[xi2]"
"缺陷","quēxiàn","","7","defect","flaw, physical defect"
"確保","quèbǎo","","7","to ensure","to guarantee"
"確切","quèqiè","","7","definite","exact, precise"
"群島","qúndǎo","","7","group of islands","archipelago"
"群居","qúnjū","","7","to live together (in a large group or flock)",""
"染料","rǎnliào","","7","dye",""
"嚷","rǎng","","7","to blurt out","to shout"
"饒","ráo","","7","rich","abundant, exuberant, to add for free, to throw in as bonus, to spare, to forgive, despite, although, surname Rao"
"熱潮","rècháo","","7","upsurge","popular craze"
"熱帶","rèdài","","7","the tropics","tropical"
"熱量","rèliàng","","7","heat","quantity of heat, calorific value"
"熱水瓶","rèshuǐpíng","","7","thermos bottle","vacuum bottle, hot water dispenser (appliance), CL:個|个[ge4]"
"仁愛","rénài","","7","benevolence","charity, compassion, Renai or Jenai district of Keelung City 基隆市[Ji1 long2 shi4], Taiwan, Renai or Jenai township in Nantou county 南投縣|南投县[Nan2 tou2 xian4], central Taiwan"
"人次","réncì","","7","person-times","visits, classifier for number of people participating"
"人道","réndào","","7","human sympathy","humanitarianism, humane, the ""human way"", one of the stages in the cycle of reincarnation (Buddhism), sexual intercourse"
"人禍","rénhuò","","7","human disaster",""
"人際","rénjì","","7","human relationships","interpersonal"
"人情","rénqíng","","7","human emotions","social relationship, friendship, favor, a good turn"
"人群","rénqún","","7","crowd",""
"人士","rénshì","","7","person","figure, public figure"
"人手","rénshǒu","","7","manpower","staff, human hand"
"人選","rénxuǎn","","7","choice of person","candidate"
"人造","rénzào","","7","man-made","artificial, synthetic"
"忍痛","rěntòng","","7","to suffer","fig. reluctantly"
"任期","rènqí","","7","term of office","tenure (entire period in office), CL:屆|届[jie4]"
"任意","rènyì","","7","arbitrary","at will, at random"
"認錯","rèncuò","","7","to admit an error","to acknowledge one's mistake"
"認定","rèndìng","","7","to maintain (that sth is true)","to determine (a fact), determination (of an amount), of the firm opinion, to believe firmly, to set one's mind on, to identify with"
"日程","rìchéng","","7","schedule","itinerary, CL:個|个[ge4]"
"日光燈","rìguāngdēng","","7","fluorescent light",""
"日益","rìyì","","7","day by day","more and more, increasingly, more and more with each passing day"
"容量","róngliàng","","7","capacity","volume, quantitative (science)"
"容納","róngnà","","7","to hold","to contain, to accommodate, to tolerate (different opinions)"
"容器","róngqì","","7","receptacle","vessel, (computing) container"
"容許","róngxǔ","","7","to permit","to allow"
"溶","róng","","7","to dissolve","soluble"
"溶化","rónghuà","","7","to melt","to dissolve (of sugar etc)"
"融合","rónghé","","7","a mixture","an amalgam, fusion, welding together, to be in harmony with (nature), to harmonize with, to fit in"
"融洽","róngqià","","7","harmonious","friendly relations, on good terms with one another"
"榮譽","róngyù","","7","honor","credit, glory, (honorable) reputation, honorary"
"揉","róu","","7","to knead","to massage, to rub"
"柔軟","róuruǎn","","7","soft",""
"肉麻","ròumá","","7","sickening","corny, sappy, maudlin, fulsome (of praise)"
"肉體","ròutǐ","","7","physical body",""
"儒家","rújiā","","7","Confucian school, founded by Confucius 孔子[Kong3 zi3] (551-479 BC) and Mencius 孟子[Meng4 zi3] (c. 372-c. 289 BC)",""
"入超","rùchāo","","7","",""
"入世","rùshì","","7","to join the WTO","to enter the world, secular"
"軟弱","ruǎnruò","","7","weak","feeble, flabby"
"軟體","ruǎntǐ","","7","software (Tw)","soft-bodied (animal)"
"若干","ruògān","","7","a certain number or amount","how many?, how much?"
"撒謊","sāhuǎng","","7","to tell lies",""
"灑","sǎ","","7","to sprinkle","to spray, to spill, to shed"
"塞車","sāichē","","7","traffic jam",""
"散文","sǎnwén","","7","prose","essay"
"散布","sànbù","","7","to disseminate",""
"喪事","sāngshì","","7","funeral arrangements",""
